Source,Target,Type
291,127,Directed
291,183,Directed
291,128,Directed
293,191,Directed
293,79,Directed
296,278,Directed
297,73,Directed
297,57,Directed
297,74,Directed
298,242,Directed
298,79,Directed
298,212,Directed
298,303,Directed
298,244,Directed
298,57,Directed
298,197,Directed
298,301,Directed
298,192,Directed
299,79,Directed
299,212,Directed
299,303,Directed
299,57,Directed
299,197,Directed
301,300,Directed
302,242,Directed
302,244,Directed
302,192,Directed
303,66,Directed
303,312,Directed
303,90,Directed
303,196,Directed
303,212,Directed
303,84,Directed
304,66,Directed
304,73,Directed
304,57,Directed
304,72,Directed
313,211,Directed
314,144,Directed
315,129,Directed
315,127,Directed
315,79,Directed
316,128,Directed
317,165,Directed
317,84,Directed
318,66,Directed
318,73,Directed
318,57,Directed
318,72,Directed
319,100,Directed
320,209,Directed
321,333,Directed
321,57,Directed
321,66,Directed
321,90,Directed
321,85,Directed
322,100,Directed
327,73,Directed
327,57,Directed
327,74,Directed
328,73,Directed
328,57,Directed
328,74,Directed
329,79,Directed
329,99,Directed
329,80,Directed
329,81,Directed
329,129,Directed
329,125,Directed
329,120,Directed
329,181,Directed
329,66,Directed
329,121,Directed
329,59,Directed
330,66,Directed
330,73,Directed
330,57,Directed
330,72,Directed
331,73,Directed
331,57,Directed
331,74,Directed
332,127,Directed
332,329,Directed
332,205,Directed
332,84,Directed
332,183,Directed
332,128,Directed
333,84,Directed
333,208,Directed
333,57,Directed
333,66,Directed
333,90,Directed
333,85,Directed
334,66,Directed
334,73,Directed
334,57,Directed
334,72,Directed
335,336,Directed
335,338,Directed
335,337,Directed
336,338,Directed
336,337,Directed
338,337,Directed
339,338,Directed
339,345,Directed
339,336,Directed
340,345,Directed
346,360,Directed
354,347,Directed
354,120,Directed
354,65,Directed
354,64,Directed
357,346,Directed
357,360,Directed
359,346,Directed
359,360,Directed
362,120,Directed
365,361,Directed
366,120,Directed
367,366,Directed
368,120,Directed
368,81,Directed
368,194,Directed
368,57,Directed
368,198,Directed
368,329,Directed
370,382,Directed
370,198,Directed
370,386,Directed
373,385,Directed
373,382,Directed
375,385,Directed
375,382,Directed
377,385,Directed
377,382,Directed
380,385,Directed
380,382,Directed
384,385,Directed
384,370,Directed
385,382,Directed
386,383,Directed
387,89,Directed
387,73,Directed
