Source,Target,Type
70,58,Directed
70,41,Directed
70,88,Directed
70,304,Directed
70,52,Directed
71,52,Directed
71,22,Directed
71,23,Directed
71,58,Directed
72,52,Directed
72,22,Directed
72,23,Directed
72,58,Directed
73,22,Directed
73,23,Directed
73,58,Directed
73,41,Directed
73,88,Directed
73,304,Directed
73,52,Directed
74,52,Directed
74,22,Directed
74,23,Directed
74,58,Directed
75,171,Directed
75,279,Directed
76,52,Directed
76,22,Directed
76,23,Directed
76,58,Directed
77,22,Directed
77,118,Directed
77,23,Directed
77,58,Directed
77,120,Directed
77,102,Directed
77,41,Directed
77,88,Directed
77,304,Directed
77,52,Directed
78,52,Directed
78,102,Directed
78,120,Directed
78,22,Directed
78,23,Directed
78,58,Directed
79,22,Directed
79,118,Directed
79,23,Directed
79,58,Directed
79,41,Directed
79,88,Directed
79,304,Directed
79,52,Directed
80,52,Directed
80,22,Directed
80,23,Directed
80,58,Directed
81,171,Directed
81,118,Directed
81,40,Directed
81,58,Directed
81,41,Directed
81,88,Directed
82,53,Directed
82,52,Directed
82,18,Directed
83,89,Directed
83,19,Directed
83,54,Directed
83,41,Directed
84,22,Directed
84,58,Directed
84,41,Directed
84,88,Directed
84,304,Directed
84,23,Directed
84,52,Directed
85,52,Directed
85,22,Directed
85,23,Directed
85,58,Directed
86,58,Directed
86,69,Directed
86,146,Directed
86,279,Directed
86,65,Directed
86,21,Directed
86,40,Directed
86,304,Directed
86,137,Directed
86,59,Directed
87,48,Directed
87,21,Directed
87,40,Directed
87,19,Directed
88,105,Directed
88,58,Directed
88,118,Directed
89,19,Directed
89,41,Directed
90,86,Directed
90,42,Directed
90,21,Directed
90,40,Directed
90,69,Directed
90,146,Directed
90,279,Directed
90,65,Directed
90,58,Directed
90,304,Directed
90,137,Directed
90,59,Directed
91,60,Directed
91,40,Directed
91,304,Directed
91,93,Directed
91,96,Directed
92,118,Directed
93,304,Directed
94,22,Directed
94,23,Directed
94,118,Directed
94,58,Directed
94,41,Directed
94,88,Directed
94,304,Directed
94,52,Directed
95,52,Directed
95,22,Directed
95,23,Directed
95,58,Directed
96,98,Directed
97,98,Directed
100,279,Directed
100,101,Directed
101,279,Directed
101,273,Directed
102,120,Directed
102,146,Directed
102,279,Directed
102,273,Directed
103,104,Directed
103,105,Directed
103,273,Directed
104,279,Directed
106,100,Directed
106,146,Directed
106,120,Directed
106,279,Directed
106,101,Directed
107,102,Directed
107,120,Directed
107,146,Directed
107,279,Directed
107,273,Directed
108,146,Directed
108,279,Directed
108,114,Directed
109,111,Directed
109,110,Directed
109,108,Directed
109,113,Directed
111,108,Directed
111,146,Directed
111,113,Directed
114,115,Directed
116,103,Directed
116,146,Directed
116,120,Directed
116,102,Directed
116,104,Directed
116,105,Directed
116,273,Directed
118,279,Directed
118,117,Directed
119,105,Directed
121,100,Directed
121,146,Directed
121,120,Directed
121,279,Directed
121,101,Directed
122,171,Directed
122,146,Directed
122,279,Directed
123,171,Directed
124,120,Directed
124,125,Directed
124,126,Directed
125,126,Directed
128,159,Directed
128,18,Directed
128,279,Directed
129,159,Directed
129,18,Directed
129,279,Directed
130,160,Directed
131,173,Directed
131,167,Directed
131,171,Directed
131,18,Directed
131,154,Directed
131,279,Directed
132,153,Directed
132,167,Directed
132,171,Directed
133,178,Directed
133,161,Directed
134,145,Directed
134,18,Directed
134,279,Directed
135,134,Directed
135,18,Directed
135,279,Directed
136,134,Directed
136,18,Directed
136,279,Directed
137,279,Directed
137,18,Directed
138,137,Directed
138,279,Directed
138,18,Directed
138,304,Directed
138,154,Directed
139,279,Directed
139,137,Directed
139,18,Directed
140,137,Directed
140,171,Directed
140,279,Directed
140,18,Directed
141,145,Directed
141,18,Directed
141,279,Directed
142,141,Directed
142,18,Directed
142,279,Directed
143,141,Directed
143,18,Directed
143,279,Directed
144,159,Directed
144,304,Directed
144,18,Directed
144,279,Directed
145,146,Directed
145,279,Directed
145,18,Directed
146,137,Directed
146,279,Directed
146,18,Directed
147,129,Directed
147,18,Directed
147,279,Directed
148,147,Directed
148,18,Directed
148,279,Directed
149,147,Directed
149,18,Directed
149,279,Directed
150,161,Directed
152,145,Directed
152,146,Directed
152,18,Directed
152,279,Directed
154,167,Directed
154,153,Directed
156,151,Directed
156,304,Directed
157,151,Directed
157,160,Directed
157,154,Directed
159,145,Directed
159,279,Directed
159,18,Directed
162,140,Directed
162,131,Directed
162,171,Directed
162,18,Directed
162,279,Directed
163,171,Directed
164,146,Directed
164,304,Directed
164,303,Directed
165,145,Directed
165,18,Directed
165,279,Directed
166,140,Directed
166,171,Directed
166,18,Directed
166,279,Directed
167,151,Directed
167,178,Directed
169,151,Directed
172,167,Directed
172,178,Directed
172,150,Directed
172,161,Directed
172,304,Directed
172,151,Directed
173,140,Directed
173,171,Directed
173,279,Directed
173,167,Directed
173,18,Directed
174,151,Directed
174,171,Directed
175,171,Directed
175,279,Directed
175,173,Directed
176,159,Directed
176,18,Directed
176,279,Directed
177,146,Directed
177,18,Directed
177,279,Directed
180,273,Directed
180,60,Directed
181,185,Directed
181,40,Directed
181,17,Directed
181,196,Directed
181,53,Directed
181,279,Directed
181,137,Directed
181,188,Directed
181,219,Directed
181,60,Directed
181,91,Directed
181,180,Directed
181,224,Directed
181,186,Directed
181,187,Directed
181,203,Directed
181,47,Directed
181,58,Directed
181,69,Directed
181,41,Directed
181,273,Directed
181,146,Directed
181,65,Directed
181,304,Directed
182,219,Directed
183,63,Directed
183,58,Directed
183,47,Directed
183,40,Directed
183,66,Directed
183,21,Directed
184,93,Directed
184,203,Directed
184,196,Directed
184,304,Directed
184,273,Directed
184,40,Directed
185,60,Directed
185,40,Directed
185,17,Directed
185,53,Directed
185,188,Directed
185,219,Directed
185,196,Directed
185,187,Directed
185,203,Directed
185,180,Directed
185,224,Directed
185,186,Directed
185,47,Directed
185,279,Directed
185,58,Directed
185,137,Directed
185,69,Directed
185,41,Directed
185,273,Directed
185,146,Directed
185,65,Directed
185,304,Directed
188,58,Directed
188,276,Directed
188,137,Directed
188,189,Directed
188,219,Directed
188,279,Directed
188,21,Directed
188,59,Directed
189,276,Directed
189,279,Directed
189,137,Directed
190,185,Directed
190,40,Directed
190,17,Directed
190,196,Directed
190,53,Directed
190,188,Directed
190,186,Directed
190,219,Directed
190,187,Directed
190,203,Directed
190,180,Directed
190,224,Directed
190,47,Directed
190,279,Directed
190,58,Directed
190,137,Directed
190,69,Directed
190,41,Directed
190,273,Directed
190,146,Directed
190,65,Directed
190,304,Directed
191,180,Directed
191,90,Directed
191,146,Directed
191,273,Directed
191,60,Directed
192,63,Directed
192,58,Directed
192,66,Directed
192,21,Directed
193,64,Directed
193,58,Directed
193,67,Directed
193,21,Directed
194,219,Directed
194,188,Directed
194,279,Directed
194,220,Directed
195,202,Directed
196,304,Directed
196,203,Directed
196,273,Directed
196,40,Directed
197,202,Directed
197,188,Directed
197,117,Directed
197,203,Directed
198,202,Directed
198,188,Directed
198,117,Directed
198,203,Directed
199,202,Directed
199,188,Directed
199,117,Directed
199,203,Directed
200,202,Directed
200,188,Directed
200,117,Directed
200,203,Directed
202,188,Directed
202,117,Directed
202,203,Directed
204,219,Directed
204,188,Directed
204,279,Directed
204,209,Directed
204,218,Directed
204,220,Directed
205,219,Directed
205,188,Directed
205,279,Directed
205,220,Directed
207,219,Directed
207,208,Directed
207,188,Directed
207,220,Directed
209,188,Directed
210,196,Directed
210,304,Directed
210,203,Directed
210,273,Directed
210,188,Directed
210,117,Directed
210,202,Directed
210,40,Directed
211,6,Directed
213,219,Directed
213,188,Directed
213,279,Directed
213,220,Directed
214,188,Directed
215,216,Directed
218,188,Directed
219,220,Directed
223,226,Directed
223,185,Directed
223,227,Directed
224,219,Directed
224,304,Directed
224,228,Directed
224,188,Directed
224,226,Directed
224,229,Directed
224,279,Directed
224,220,Directed
225,188,Directed
226,227,Directed
229,230,Directed
229,279,Directed
229,231,Directed
229,188,Directed
232,279,Directed
233,279,Directed
233,234,Directed
233,254,Directed
234,279,Directed
235,233,Directed
236,233,Directed
236,237,Directed
236,235,Directed
237,235,Directed
237,233,Directed
238,304,Directed
239,249,Directed
239,262,Directed
239,260,Directed
239,240,Directed
239,137,Directed
240,137,Directed
241,240,Directed
241,239,Directed
241,137,Directed
242,240,Directed
242,239,Directed
242,137,Directed
243,256,Directed
243,233,Directed
243,279,Directed
243,303,Directed
243,237,Directed
243,257,Directed
243,253,Directed
244,22,Directed
244,23,Directed
244,58,Directed
244,41,Directed
244,88,Directed
244,304,Directed
244,249,Directed
244,137,Directed
244,138,Directed
244,140,Directed
244,54,Directed
244,52,Directed
245,52,Directed
245,22,Directed
245,23,Directed
245,58,Directed
247,249,Directed
247,167,Directed
247,137,Directed
247,69,Directed
247,171,Directed
247,279,Directed
247,248,Directed
247,262,Directed
247,18,Directed
247,233,Directed
248,249,Directed
248,167,Directed
248,137,Directed
248,171,Directed
248,279,Directed
248,262,Directed
248,69,Directed
248,18,Directed
248,233,Directed
249,140,Directed
249,137,Directed
249,69,Directed
249,171,Directed
249,279,Directed
249,18,Directed
249,262,Directed
249,233,Directed
250,171,Directed
250,244,Directed
250,58,Directed
250,249,Directed
253,252,Directed
255,166,Directed
255,279,Directed
256,233,Directed
256,257,Directed
257,261,Directed
257,279,Directed
257,304,Directed
260,128,Directed
260,18,Directed
260,279,Directed
261,304,Directed
262,176,Directed
262,279,Directed
262,18,Directed
263,256,Directed
263,167,Directed
263,233,Directed
263,257,Directed
263,262,Directed
265,279,Directed
267,266,Directed
271,276,Directed
271,279,Directed
272,304,Directed
275,304,Directed
275,302,Directed
275,303,Directed
276,279,Directed
280,279,Directed
282,304,Directed
284,303,Directed
284,282,Directed
284,285,Directed
285,304,Directed
285,303,Directed
286,289,Directed
287,289,Directed
290,304,Directed
290,303,Directed
291,286,Directed
291,289,Directed
292,289,Directed
307,308,Directed
